text	score	binary	multilevel	id
By the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said plenty about how show business has infiltrated every corner of society -- and not always for the better .	0.402780	0	2	5165
An intimate contemplation of two marvelously messy lives .	0.763890	1	3	5166
Rarely has skin looked as beautiful , desirable , even delectable , as it does in Trouble Every Day .	0.750000	1	3	5167
This is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .	0.777780	1	3	5168
Poignant if familiar story of a young person suspended between two cultures .	0.638890	1	3	5169
A metaphor for a modern-day urban China searching for its identity .	0.625000	1	3	5170
For all its brooding quality , Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .	0.763890	1	3	5171
An odd drama set in the world of lingerie models and bar dancers in the Midwest that held my interest precisely because it did n't try to .	0.805560	1	4	5172
The film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority .	0.666670	1	3	5173
Despite its faults , Gangs excels in spectacle and pacing .	0.680560	1	3	5174
Entertaining despite its one-joke premise with the thesis that women from Venus and men from Mars can indeed get together .	0.583330	1	2	5175
A tightly directed , highly professional film that 's old-fashioned in all the best possible ways .	0.652780	1	3	5176
It 's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .	0.861110	1	4	5177
In visual fertility Treasure Planet rivals the top Japanese animations of recent vintage .	0.680560	1	3	5178
Enormously enjoyable , high-adrenaline documentary .	0.875000	1	4	5179
Buy is an accomplished actress , and this is a big , juicy role .	0.777780	1	3	5180
It works its magic with such exuberance and passion that the film 's length becomes a part of its fun .	0.902780	1	4	5181
Beautifully crafted and brutally honest , Promises offers an unexpected window into the complexities of the Middle East struggle and into the humanity of its people .	0.972220	1	4	5182
An old-fashioned but emotionally stirring adventure tale of the kind they rarely make anymore .	0.791670	1	3	5183
Charlotte Sometimes is a gem .	0.652780	1	3	5184
It 's always enthralling .	0.819440	1	4	5185
In my opinion , Analyze That is not as funny or entertaining as Analyze This , but it is a respectable sequel .	0.583330	1	2	5186
A remarkable film by Bernard Rose .	0.819440	1	4	5187
Zhuangzhuang creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .	0.611110	1	3	5188
A much more successful translation than its most famous previous film adaptation , writer-director Anthony Friedman 's similarly updated 1970 British production .	0.763890	1	3	5189
an original and highly cerebral examination of the psychopathic mind	0.750000	1	3	5190
Michel Piccoli 's moving performance is this films reason for being .	0.694440	1	3	5191
A captivating and intimate study about dying and loving ...	0.902780	1	4	5192
This is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice .	0.916670	1	4	5193
( Grant ) goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .	0.763890	1	3	5194
A high-spirited buddy movie about the reunion of Berlin anarchists who face arrest 15 years after their crime .	0.750000	1	3	5195
About the best thing you could say about Narc is that it 's a rock-solid little genre picture .	0.638890	1	3	5196
Whether you like it or not is basically a matter of taste .	0.472220	0	2	5197
An involving , inspirational drama that sometimes falls prey to its sob-story trappings .	0.597220	1	2	5198
Some of the most inventive silliness you are likely to witness in a movie theatre for some time .	0.750000	1	3	5199
Canadian filmmaker Gary Burns ' inventive and mordantly humorous take on the soullessness of work in the city .	0.833330	1	4	5200
A rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .	0.902780	1	4	5201
Everyone 's insecure in Lovely and Amazing , a poignant and wryly amusing film about mothers , daughters and their relationships .	0.819440	1	4	5202
The closest thing to the experience of space travel	0.763890	1	3	5203
Connoisseurs of Chinese film will be pleased to discover that Tian 's meticulous talent has not withered during his enforced hiatus .	0.722220	1	3	5204
If you can push on through the slow spots , you 'll be rewarded with some fine acting .	0.666670	1	3	5205
An unusually dry-eyed , even analytical approach to material that is generally played for maximum moisture .	0.652780	1	3	5206
Symbolically , Warm Water Under a Red Bridge is a celebration of feminine energy , a tribute to the power of women to heal .	0.708330	1	3	5207
Spy Kids 2 also happens to be that rarity among sequels : It actually improves upon the original hit movie .	0.888890	1	4	5208
Exceptionally well acted by Diane Lane and Richard Gere .	0.861110	1	4	5209
Like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it 's one tough rock .	0.666670	1	3	5210
In addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- Lilo & Stitch has a number of other assets to commend it to movie audiences both innocent and jaded .	0.819440	1	4	5211
Miller has crafted an intriguing story of maternal instincts and misguided acts of affection .	0.611110	1	3	5212
One of the most exciting action films to come out of China in recent years .	0.875000	1	4	5213
This is a nervy , risky film , and Villeneuve has inspired Croze to give herself over completely to the tormented persona of Bibi .	0.597220	1	2	5214
MY LITTLE EYE is the best little `` horror '' movie I 've seen in years .	0.833330	1	4	5215
Tunney , brimming with coltish , neurotic energy , holds the screen like a true star .	0.958330	1	4	5216
Even if the Naipaul original remains the real masterpiece , the movie possesses its own languorous charm .	0.805560	1	4	5217
( The film ) tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it 's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful .	0.652780	1	3	5218
Sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to Frida Kahlo as if her life did , too .	0.500000	0	2	5219
The strength of the film lies in its two central performances by Sven Wollter as the stricken composer and Viveka Seldahl as his desperate violinist wife .	0.611110	1	3	5220
Like the series , the movie is funny , smart , visually inventive , and most of all , alive .	0.583330	1	2	5221
It was filled with shootings , beatings , and more cussing than you could shake a stick at .	0.569440	1	2	5222
You do n't know whether to admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace .	0.333330	0	1	5223
Or both .	0.500000	0	2	5224
Sure , I hated myself in the morning .	0.347220	0	1	5225
But then again , I hate myself most mornings .	0.236110	0	1	5226
I still like Moonlight Mile , better judgment be damned .	0.722220	1	3	5227
Time Out is as serious as a pink slip .	0.277780	0	1	5228
And more than that , it 's an observant , unfussily poetic meditation about identity and alienation .	0.791670	1	3	5229
Will assuredly rank as one of the cleverest , most deceptively amusing comedies of the year .	0.930560	1	4	5230
Maryam is a small film , but it offers large rewards .	0.763890	1	3	5231
A highly watchable , giggly little story with a sweet edge to it .	0.791670	1	3	5232
The most consistently funny of the Austin Powers films .	0.777780	1	3	5233
Ana 's journey is not a stereotypical one of self-discovery , as she 's already comfortable enough in her own skin to be proud of her Rubenesque physique ...	0.555560	1	2	5234
Cockettes has the glorious , gaudy benefit of much stock footage of Those Days , featuring all manner of drag queen , bearded lady and lactating hippie .	0.569440	1	2	5235
There 's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .	0.750000	1	3	5236
The comedy makes social commentary more palatable .	0.569440	1	2	5237
An ideal love story for those intolerant of the more common saccharine genre .	0.750000	1	3	5238
One funny popcorn flick .	0.777780	1	3	5239
This New Zealand coming-of-age movie is n't really about anything .	0.222220	0	1	5240
When it 's this rich and luscious , who cares ?	0.750000	1	3	5241
Tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer Hilary Birmingham .	0.833330	1	4	5242
This gorgeous epic is guaranteed to lift the spirits of the whole family .	0.833330	1	4	5243
The Wild Thornberrys Movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough .	0.750000	1	3	5244
Williams creates a stunning , Taxi Driver-esque portrayal of a man teetering on the edge of sanity .	0.888890	1	4	5245
If you 're in the right B-movie frame of mind , it may just scare the pants off you .	0.708330	1	3	5246
A movie of riveting power and sadness .	0.819440	1	4	5247
Both a detective story and a romance spiced with the intrigue of academic skullduggery and politics .	0.652780	1	3	5248
Ludicrous , but director Carl Franklin adds enough flourishes and freak-outs to make it entertaining .	0.611110	1	3	5249
Director Roger Kumble offers just enough sweet and traditional romantic comedy to counter the crudity .	0.708330	1	3	5250
And there 's the inimitable Diaz , holding it all together .	0.638890	1	3	5251
Spielberg 's picture is smarter and subtler than ( Total Recall and Blade Runner ) , although its plot may prove too convoluted for fun-seeking summer audiences .	0.708330	1	3	5252
It 's got all the familiar Bruckheimer elements , and Schumacher does probably as good a job as anyone at bringing off the Hopkins\/Rock collision of acting styles and onscreen personas .	0.722220	1	3	5253
A grittily beautiful film that looks , sounds , and feels more like an extended , open-ended poem than a traditionally structured story .	0.763890	1	3	5254
The production values are of the highest and the performances attractive without being memorable .	0.638890	1	3	5255
A well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone .	0.847220	1	4	5256
finely crafted , finely written , exquisitely performed	0.875000	1	4	5257
Ramsay and Morton fill this character study with poetic force and buoyant feeling .	0.736110	1	3	5258
This submarine drama earns the right to be favorably compared to Das Boot .	0.722220	1	3	5259
Claude Chabrol 's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .	0.680560	1	3	5260
There 's a great deal of corny dialogue and preposterous moments .	0.222220	0	1	5261
And yet , it still works .	0.736110	1	3	5262
The film was immensely enjoyable thanks to great performances by both Steve Buscemi and Rosario Dawson ...	0.930560	1	4	5263
Like many Western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about North Korea 's recent past and South Korea 's future adds a much needed moral weight .	0.611110	1	3	5264
Special P.O.V. camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the immense IMAX screen .	0.861110	1	4	5265
Mike White 's deft combination of serious subject matter and dark , funny humor make `` The Good Girl '' a film worth watching .	0.847220	1	4	5266
This is a shrewd and effective film from a director who understands how to create and sustain a mood .	0.666670	1	3	5267
Meant to reduce Blake 's philosophy into a tragic coming-of-age saga punctuated by bursts of animator Todd McFarlane 's superhero dystopia .	0.541670	1	2	5268
Assayas ' ambitious , sometimes beautiful adaptation of Jacques Chardonne 's novel .	0.791670	1	3	5269
As ex-Marine Walter , who may or may not have shot Kennedy , actor Raymond J. Barry is perfectly creepy and believable .	0.777780	1	3	5270
Those who do n't entirely ` get ' Godard 's distinctive discourse will still come away with a sense of his reserved but existential poignancy .	0.666670	1	3	5271
Pete 's screenplay manages to find that real natural , even-flowing tone that few movies are able to accomplish .	0.861110	1	4	5272
Like Brosnan 's performance , Evelyn comes from the heart .	0.833330	1	4	5273
It uses some of the figures from the real-life story to portray themselves in the film .	0.611110	1	3	5274
The result is a powerful , naturally dramatic piece of low-budget filmmaking .	0.847220	1	4	5275
Its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .	0.611110	1	3	5276
The early and middle passages are surprising in how much they engage and even touch us .	0.861110	1	4	5277
This is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one .	0.291670	0	1	5278
It 's sort of in-between , and it works .	0.666670	1	3	5279
This quiet , introspective and entertaining independent is worth seeking .	0.847220	1	4	5280
Whether our action-and-popcorn obsessed culture will embrace this engaging and literate psychodrama is n't much of a mystery , unfortunately .	0.500000	0	2	5281
Whether or not Ram Dass proves as clear and reliable an authority on that as he was about inner consciousness , Fierce Grace reassures us that he will once again be an honest and loving one .	0.694440	1	3	5282
Sly , sophisticated and surprising .	0.694440	1	3	5283
Spare but quietly effective retelling .	0.694440	1	3	5284
Demonstrates a vivid imagination and an impressive style that result in some terrific setpieces .	0.791670	1	3	5285
By its modest , straight-ahead standards , Undisputed scores a direct hit .	0.791670	1	3	5286
Its story about a young Chinese woman , Ah Na , who has come to New York City to replace past tragedy with the American Dream is one that any art-house moviegoer is likely to find compelling .	0.777780	1	3	5287
For those who like quirky , slightly strange French films , this is a must !	0.763890	1	3	5288
There are so few films about the plight of American Indians in modern America that Skins comes as a welcome , if downbeat , missive from a forgotten front .	0.652780	1	3	5289
( Shyamalan ) continues to cut a swathe through mainstream Hollywood , while retaining an integrity and refusing to compromise his vision .	0.777780	1	3	5290
A whale of a good time for both children and parents seeking Christian-themed fun .	0.819440	1	4	5291
What begins as a film in the tradition of The Graduate quickly switches into something more recyclable than significant .	0.513890	1	2	5292
Much smarter and more attentive than it first sets out to be .	0.722220	1	3	5293
The story is smart and entirely charming in intent and execution .	0.791670	1	3	5294
A movie of technical skill and rare depth of intellect and feeling .	0.847220	1	4	5295
Represents a worthy departure from the culture clash comedies that have marked an emerging Indian American cinema .	0.763890	1	3	5296
Does n't do more than expand a TV show to movie length .	0.277780	0	1	5297
However , it 's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome .	0.708330	1	3	5298
If you 're looking for an intelligent movie in which you can release your pent up anger , ENOUGH is just the ticket you need .	0.791670	1	3	5299
A pointed , often tender , examination of the pros and cons of unconditional love and familial duties .	0.694440	1	3	5300
As well-acted and well-intentioned as All or Nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .	0.444440	0	2	5301
A comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis .	0.930560	1	4	5302
It 's about issues most adults have to face in marriage and I think that 's what I liked about it -- the real issues tucked between the silly and crude storyline .	0.694440	1	3	5303
Elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy .	1.000000	1	4	5304
Enriched by a strong and unforced supporting cast .	0.805560	1	4	5305
Writer \/ director M. Night Shyamalan 's ability to pull together easily accessible stories that resonate with profundity is undeniable .	0.708330	1	3	5306
If you can keep your eyes open amid all the blood and gore , you 'll see Del Toro has brought unexpected gravity to Blade II .	0.458330	0	2	5307
Not a strike against Yang 's similarly themed Yi Yi , but I found What Time ?	0.388890	0	1	5308
to be more engaging on an emotional level , funnier , and on the whole less detached .	0.402780	0	2	5309
A breathtaking adventure for all ages , Spirit tells its poignant and uplifting story in a stunning fusion of music and images .	0.833330	1	4	5310
A charming and funny story of clashing cultures and a clashing mother\/daughter relationship .	0.583330	1	2	5311
Never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches ... gorgeous , passionate , and at times uncommonly moving .	0.666670	1	3	5312
`` ... something appears to have been lost in the translation this time .	0.180560	0	0	5313
The Importance of Being Earnest movie seems to be missing a great deal of the acerbic repartee of the play . ''	0.208330	0	1	5314
( Washington 's ) strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene .	0.861110	1	4	5315
Shiner can certainly go the distance , but is n't world championship material	0.652780	1	3	5316
The film 's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature\/nurture argument in regards to homosexuality .	0.333330	0	1	5317
... a quietly introspective portrait of the self-esteem of employment and the shame of losing a job ...	0.652780	1	3	5318
Affable if not timeless , Like Mike raises some worthwhile themes while delivering a wholesome fantasy for kids .	0.777780	1	3	5319
A film of delicate interpersonal dances .	0.708330	1	3	5320
Caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose .	0.680560	1	3	5321
It 's a sight to behold .	0.597220	1	2	5322
It 's an unusual , thoughtful bio-drama with a rich subject and some fantastic moments and scenes .	0.486110	0	2	5323
Saved from being merely way-cool by a basic , credible compassion .	0.486110	0	2	5324
The increasingly diverse French director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .	0.875000	1	4	5325
Gangs , despite the gravity of its subject matter , is often as fun to watch as a good spaghetti western .	0.402780	0	2	5326
Peter Jackson has done the nearly impossible .	0.763890	1	3	5327
He has improved upon the first and taken it a step further , richer and deeper .	0.750000	1	3	5328
What Jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery	0.388890	0	1	5329
There has to be a few advantages to never growing old .	0.500000	0	2	5330
Like being able to hit on a 15-year old when you 're over 100 .	0.277780	0	1	5331
Ice Age wo n't drop your jaw , but it will warm your heart , and I 'm giving it a strong thumbs up .	0.791670	1	3	5332
Like Kissing Jessica Stein , Amy 's Orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor .	0.777780	1	3	5333
The Lady and the Duke is Eric Rohmer 's economical antidote to the bloated costume drama	0.513890	1	2	5334
One of the year 's best films , featuring an Oscar-worthy performance by Julianne Moore .	0.875000	1	4	5335
A small gem from Belgium .	0.847220	1	4	5336
Combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration .	0.652780	1	3	5337
A soap-opera quality twist in the last 20 minutes ... almost puts the kibosh on what is otherwise a sumptuous work of B-movie imagination .	0.361110	0	1	5338
The most ingenious film comedy since Being John Malkovich .	0.972220	1	4	5339
There 's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .	0.625000	1	3	5340
A movie where story is almost an afterthought amidst a swirl of colors and inexplicable events .	0.250000	0	1	5341
Manages to accomplish what few sequels can -- it equals the original and in some ways even betters it .	0.736110	1	3	5342
To call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .	0.875000	1	4	5343
Jolie gives it that extra little something that makes it worth checking out at theaters , especially if you 're in the mood for something more comfortable than challenging .	0.680560	1	3	5344
Although melodramatic and predictable , this romantic comedy explores the friendship between five Filipino-Americans and their frantic efforts to find love .	0.527780	1	2	5345
I have a new favorite musical -- and I 'm not even a fan of the genre	0.680560	1	3	5346
It 's unlikely we 'll see a better thriller this year .	0.722220	1	3	5347
There is a real subject here , and it is handled with intelligence and care .	0.888890	1	4	5348
Jason Patric and Ray Liotta make for one splendidly cast pair .	0.833330	1	4	5349
Noyce creates a film of near-hypnotic physical beauty even as he tells a story as horrifying as any in the heart-breakingly extensive annals of white-on-black racism .	0.597220	1	2	5350
Starts slowly , but Adrien Brody -- in the title role -- helps make the film 's conclusion powerful and satisfying .	0.750000	1	3	5351
Very predictable but still entertaining	0.625000	1	3	5352
Nothing short of a masterpiece -- and a challenging one .	0.902780	1	4	5353
Pratfalls aside , Barbershop gets its greatest play from the timeless spectacle of people really talking to each other .	0.625000	1	3	5354
This amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as Greenfingers ...	0.652780	1	3	5355
This is one of Mr. Chabrol 's subtlest works , but also one of his most uncanny .	0.763890	1	3	5356
An engrossing Iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .	0.666670	1	3	5357
Even though we know the outcome , the seesawing of the general 's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .	0.680560	1	3	5358
Watching Spirited Away is like watching an Eastern imagination explode .	0.583330	1	2	5359
As relationships shift , director Robert J. Siegel allows the characters to inhabit their world without cleaving to a narrative arc .	0.652780	1	3	5360
Twohy knows how to inflate the mundane into the scarifying , and gets full mileage out of the rolling of a stray barrel or the unexpected blast of a phonograph record .	0.722220	1	3	5361
While the story does seem pretty unbelievable at times , it 's awfully entertaining to watch .	0.791670	1	3	5362
A smart and funny , albeit sometimes superficial , cautionary tale of a technology in search of an artist .	0.750000	1	3	5363
Examines its explosive subject matter as nonjudgmentally as Wiseman 's previous studies of inner-city high schools , hospitals , courts and welfare centers .	0.597220	1	2	5364
I prefer Soderbergh 's concentration on his two lovers over Tarkovsky 's mostly male , mostly patriarchal debating societies .	0.500000	0	2	5365
` If you are in the mood for an intelligent weepy , it can easily worm its way into your heart . '	0.708330	1	3	5366
In IMAX in short , it 's just as wonderful on the big screen .	0.847220	1	4	5367
Does a good job of establishing a time and place , and of telling a fascinating character 's story .	0.736110	1	3	5368
I 'm going to give it a marginal thumbs up .	0.722220	1	3	5369
I liked it just enough .	0.652780	1	3	5370
Those of you who do n't believe in Santa Claus probably also think that sequels can never capture the magic of the original .	0.500000	0	2	5371
Well , this movie proves you wrong on both counts .	0.347220	0	1	5372
A deliciously nonsensical comedy about a city coming apart at its seams .	0.902780	1	4	5373
The rare Imax movie that you 'll wish was longer than an hour .	0.736110	1	3	5374
My Wife 's plotting is nothing special ; it 's the delivery that matters here .	0.500000	0	2	5375
I 've yet to find an actual Vietnam War combat movie actually produced by either the North or South Vietnamese , but at least now we 've got something pretty damn close .	0.708330	1	3	5376
A moving and not infrequently breathtaking film .	0.861110	1	4	5377
It 's a sharp movie about otherwise dull subjects .	0.638890	1	3	5378
It 's like Rocky and Bullwinkle on Speed , but that 's neither completely enlightening , nor does it catch the intensity of the movie 's strangeness .	0.375000	0	1	5379
As action-adventure , this space-based homage to Robert Louis Stevenson 's Treasure Island fires on all plasma conduits .	0.777780	1	3	5380
A melancholy , emotional film .	0.555560	1	2	5381
While the filmmaking may be a bit disjointed , the subject matter is so fascinating that you wo n't care .	0.791670	1	3	5382
Intensely romantic , thought-provoking and even an engaging mystery .	0.847220	1	4	5383
Goofy , nutty , consistently funny .	0.888890	1	4	5384
And educational !	0.666670	1	3	5385
Another in a long line of ultra-violent war movies , this one is not quite what it could have been as a film , but the story and theme make up for it .	0.597220	1	2	5386
It leaves little doubt that Kidman has become one of our best actors .	0.916670	1	4	5387
The film boasts dry humor and jarring shocks , plus moments of breathtaking mystery .	0.847220	1	4	5388
Beautifully directed and convincingly acted .	0.736110	1	3	5389
Gambling and throwing a basketball game for money is n't a new plot -- in fact Toback himself used it in Black and White .	0.513890	1	2	5390
But Toback 's deranged immediacy makes it seem fresh again .	0.750000	1	3	5391
In the director 's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .	0.694440	1	3	5392
Bring on the sequel .	0.722220	1	3	5393
Graced with the kind of social texture and realism that would be foreign in American teen comedies .	0.722220	1	3	5394
If we sometimes need comforting fantasies about mental illness , we also need movies like Tim McCann 's Revolution No. 9 .	0.666670	1	3	5395
The film occasionally tries the viewer 's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story .	0.666670	1	3	5396
A big-budget\/all-star movie as unblinkingly pure as The Hours is a distinct rarity , and an event .	0.652780	1	3	5397
... certainly an entertaining ride , despite many talky , slow scenes .	0.652780	1	3	5398
But something seems to be missing .	0.444440	0	2	5399
A sense of real magic , perhaps .	0.694440	1	3	5400
That Haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace .	0.819440	1	4	5401
The movie worked for me right up to the final scene , and then it caved in .	0.472220	0	2	5402
... one of the most entertaining monster movies in ages ...	0.847220	1	4	5403
Plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision .	0.694440	1	3	5404
Would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ?	0.444440	0	2	5405
Do you chuckle at the thought of an ancient librarian whacking a certain part of a man 's body ?	0.500000	0	2	5406
If you answered yes , by all means enjoy The New Guy .	0.625000	1	3	5407
The film is ... determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation .	0.777780	1	3	5408
Missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane .	0.500000	0	2	5409
An indispensable peek at the art and the agony of making people laugh .	0.652780	1	3	5410
Steadfastly uncinematic but powerfully dramatic .	0.722220	1	3	5411
The engagingly primitive animated special effects contribute to a mood that 's sustained through the surprisingly somber conclusion .	0.638890	1	3	5412
Made-Up lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on America 's skin-deep notions of pulchritude .	0.513890	1	2	5413
Evokes the 19th century with a subtlety that is an object lesson in period filmmaking .	0.666670	1	3	5414
Ya-Yas everywhere will forgive the flaws and love the film .	0.777780	1	3	5415
The film 's best trick is the way that it treats conspiracy as a kind of political Blair Witch , a monstrous murk that haunts us precisely because it can never be seen .	0.416670	0	2	5416
The artwork is spectacular and unlike most animaton from Japan , the characters move with grace and panache .	0.861110	1	4	5417
The picture 's fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed .	0.666670	1	3	5418
The modern remake of Dumas 's story is long on narrative and ( too ) short on action .	0.333330	0	1	5419
Fred Schepisi 's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen .	0.125000	0	0	5420
With a cast of A-list Brit actors , it is worth searching out .	0.805560	1	4	5421
Suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .	0.305560	0	1	5422
Nonchalantly freaky and uncommonly pleasurable , Warm Water may well be the year 's best and most unpredictable comedy .	0.944440	1	4	5423
It 's like an old Warner Bros. costumer jived with sex -- this could be the movie Errol Flynn always wanted to make , though Bette Davis , cast as Joan , would have killed him .	0.444440	0	2	5424
It 's a great American adventure and a wonderful film to bring to IMAX .	0.888890	1	4	5425
Satisfyingly scarifying , fresh and old-fashioned at the same time .	0.777780	1	3	5426
Oh , James !	0.611110	1	3	5427
Your 20th outing shows off a lot of stamina and vitality , and get this , Madonna 's cameo does n't suck !	0.611110	1	3	5428
That death is merely a transition is a common tenet in the world 's religions .	0.555560	1	2	5429
This deeply spiritual film taps into the meaning and consolation in afterlife communications .	0.694440	1	3	5430
There is something that is so meditative and lyrical about Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics	0.763890	1	3	5431
A huge box-office hit in Korea , Shiri is a must for genre fans .	0.791670	1	3	5432
I 'm not a fan of the phrase ` life affirming ' because it usually means ` schmaltzy , ' but Real Women Have Curves truly is life affirming .	0.750000	1	3	5433
The symbols float like butterflies and the spinning styx sting like bees .	0.500000	0	2	5434
I wanted more .	0.277780	0	1	5435
If it 's unnerving suspense you 're after -- you 'll find it with Ring , an indisputably spooky film ; with a screenplay to die for .	0.694440	1	3	5436
The art direction and costumes are gorgeous and finely detailed , and Kurys ' direction is clever and insightful .	0.916670	1	4	5437
Red Dragon makes one appreciate Silence of the Lambs .	0.500000	0	2	5438
Proves a servicable World War II drama that ca n't totally hide its contrivances , but it at least calls attention to a problem Hollywood too long has ignored .	0.652780	1	3	5439
Leigh is n't breaking new ground , but he knows how a daily grind can kill love .	0.652780	1	3	5440
While Broomfield 's film does n't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system .	0.666670	1	3	5441
... strips Bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults .	0.625000	1	3	5442
Laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl 's dilemma .	0.902780	1	4	5443
Tends to pile too many `` serious issues '' on its plate at times , yet remains fairly light , always entertaining , and smartly written .	0.666670	1	3	5444
A solidly entertaining little film .	0.791670	1	3	5445
It 's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space .	0.763890	1	3	5446
Sayles has a knack for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors .	0.847220	1	4	5447
Despite an overwrought ending , the film works as well as it does because of the performances .	0.666670	1	3	5448
A passionately inquisitive film determined to uncover the truth and hopefully inspire action .	0.875000	1	4	5449
Though Nijinsky 's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature .	0.694440	1	3	5450
A muddle splashed with bloody beauty as vivid as any Scorsese has ever given us .	0.625000	1	3	5451
From both a great and a terrible story , Mr. Nelson has made a film that is an undeniably worthy and devastating experience .	0.638890	1	3	5452
Spider-Man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units .	0.388890	0	1	5453
The first shocking thing about Sorority Boys is that it 's actually watchable .	0.666670	1	3	5454
Even more baffling is that it 's funny .	0.500000	0	2	5455
Highlighted by a gritty style and an excellent cast , it 's better than one might expect when you look at the list of movies starring Ice-T in a major role .	0.791670	1	3	5456
Neither quite a comedy nor a romance , more of an impish divertissement of themes that interest Attal and Gainsbourg -- they live together -- the film has a lot of charm .	0.638890	1	3	5457
First and foremost ... the reason to go see `` Blue Crush '' is the phenomenal , water-born cinematography by David Hennings .	0.861110	1	4	5458
A visionary marvel , but it 's lacking a depth in storytelling usually found in anime like this .	0.388890	0	1	5459
The problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .	0.833330	1	4	5460
