key	text	target
173	apple blue color color a color is apple blue blue fruit orange google fruit fruit fruit color color fruit blue fruit a company fruit a blue apple fruit apple google orange color apple a apple fruit is company a apple apple company fruit fruit apple color company is company blue color apple fruit a blue apple fruit color orange company blue fruit orange fruit company blue color company company orange apple orange fruit company color color color orange orange color fruit is company google orange google blue google apple company company apple a apple fruit orange google company orange color color blue blue company google a blue orange a	38
174	google apple google fruit apple color company company apple a color fruit orange fruit google is blue company blue is is blue is is a a a blue company orange orange blue apple company blue blue fruit apple a apple blue company apple blue a orange fruit blue a is is fruit google fruit google a blue color a orange blue orange orange company apple fruit is color a is company apple google color blue orange is is blue fruit a company color fruit google apple blue google orange fruit google google google blue company	22
175	google color blue a company fruit apple google apple is fruit fruit is apple color apple orange apple fruit apple a fruit apple company blue is is color company apple is orange google orange a blue blue apple color color orange fruit company blue apple fruit apple google google apple blue apple is fruit color google a google fruit is a blue google fruit a orange fruit google color blue apple apple color fruit fruit a is color a google google fruit orange is is color company	19
176	fruit orange company color blue company google blue blue company google color apple apple company google color google a company google is is orange company google blue is blue fruit fruit apple fruit fruit company apple orange apple company color apple is company apple company a google is is a blue company company fruit blue a company company a color google color a is google fruit apple color color blue color color color company orange company is company orange company apple apple orange google color fruit google a company color orange orange blue is apple is google color fruit	11
177	orange blue google is fruit a a blue fruit fruit blue a a apple fruit is google blue a is orange is is is apple fruit google google blue blue google apple is orange google google is fruit fruit is a color apple is fruit company blue company orange orange apple color company fruit color google fruit a color orange orange company blue company apple google google fruit company apple orange color a company orange is orange is blue fruit google apple is google orange google apple	30
178	apple blue a blue orange color is a orange orange company blue color google company color apple company fruit blue company company a blue a color blue orange fruit google is company apple blue color blue google google is orange company blue google is apple color blue company is orange orange company color apple google color fruit blue apple apple company apple a fruit color company a apple color color orange color color blue a fruit google color a company a blue google orange a a color blue company is is	10
179	apple is is is company orange orange is color is a a orange is fruit is is color fruit apple color blue is fruit a blue apple fruit company apple a google is fruit apple is google google google fruit company a a orange is google fruit apple fruit color is fruit a fruit is color fruit is blue apple orange google fruit blue blue fruit apple is google apple google a company color orange fruit google orange a apple apple color google orange company google fruit a apple is color fruit company apple google a is blue google google apple google orange company orange a	28
180	blue company a is company blue google orange is google fruit is color orange a google fruit a orange is blue a apple orange fruit a fruit blue is is apple is orange blue fruit apple blue company fruit orange company a google company color color orange color a google fruit is is is google fruit blue a color color orange company a fruit is google fruit is color a is company google blue fruit fruit google is orange apple company a company fruit a is color orange fruit a is blue orange apple is fruit company color company color blue google apple blue google	36
181	google a company apple fruit orange company orange apple orange fruit color google orange fruit color apple company color color blue blue color apple apple blue is is google is blue company apple a a a blue company a google color color blue orange apple google company blue apple color blue apple color is company apple google company company a color a a orange orange company is color fruit company color orange orange apple a is fruit blue fruit fruit google apple fruit color apple apple is orange fruit color is google is company apple orange apple a google a company is orange is apple color company color is fruit company color blue color color	17
182	company color apple is is is blue fruit orange orange color a a blue blue company is color is orange blue color fruit apple orange a color blue orange is orange apple is is color is apple apple company is google is color fruit color apple apple orange fruit apple company a color apple fruit fruit fruit fruit blue apple apple blue orange is blue a color color orange color color google is is apple fruit a company orange google company apple orange orange blue google fruit apple blue fruit fruit a orange orange a color fruit blue is fruit orange is apple company color orange blue	20
183	orange blue company company is color orange fruit fruit fruit fruit orange orange blue color fruit orange company is a is google is company color fruit a a fruit blue company blue a blue company a blue blue apple fruit is a google company google color color company fruit apple is orange orange fruit apple company google apple apple orange apple company color is google orange orange orange apple is google is a blue google company color company blue a google orange color company is color blue fruit	1
184	blue company orange fruit company orange orange company apple apple color color blue color apple is color apple google apple fruit google is company fruit a color color color fruit google apple blue google google google blue orange apple is orange orange a company google blue orange fruit company company is color is apple blue google a apple color a company a company is fruit fruit apple google apple google is fruit apple apple	39
185	a fruit google google a apple is blue color is company color color a color color google apple is is orange color color company google company apple apple fruit fruit company apple apple orange fruit apple google apple google a blue fruit color a color is blue is a apple google color color blue is google google orange blue google blue fruit company apple fruit google apple fruit blue fruit apple a fruit google color google fruit blue fruit google fruit google google orange is company apple blue apple orange blue orange a color apple a a fruit company a color company blue a company	29
186	blue orange blue a apple is fruit orange is orange apple fruit a blue a is color google fruit blue apple fruit orange fruit apple blue company blue blue fruit google blue a google color orange blue google fruit orange orange company blue is google color apple is apple google is is google a is a a company apple fruit apple company is google company orange company fruit color google is color orange is company blue a orange is fruit company apple a color color fruit blue company company color a	50
187	google is company google color orange orange orange google fruit color blue orange company fruit company fruit color a a is google blue a orange apple fruit fruit a color blue google a is apple apple blue company google color apple google google apple fruit google a is fruit company blue color orange apple google a fruit fruit blue blue google fruit fruit orange is apple fruit color google blue apple fruit is company orange orange google blue color blue orange is company fruit fruit color is orange fruit company orange orange apple fruit fruit a fruit apple a orange company	1
188	fruit orange blue fruit color color color apple fruit color blue apple a a a a google company company color apple company google orange orange google apple is fruit orange blue is is company is a blue apple company google is fruit blue blue is apple apple fruit blue color is fruit orange orange google is apple fruit fruit apple blue apple a google is color is a color a apple orange fruit orange apple google a blue fruit a color fruit a fruit apple blue company apple color blue color apple a google orange a is orange is company a google a fruit fruit orange orange is a orange is fruit google a fruit a blue orange	13
189	company is fruit blue a blue orange apple fruit company color is google apple google apple blue blue color color company orange google apple apple color apple a color is company google is is orange is google google a color apple color color fruit a apple apple google company is orange google orange fruit company google orange company orange is apple is blue is color color fruit google color google a a is a blue blue orange orange a company orange apple blue blue google blue color blue is orange apple apple color google fruit is orange apple is fruit blue google fruit	49
190	company blue company fruit blue is a a orange orange color fruit blue color orange company color color orange orange fruit apple color color google company color is apple color color google company orange blue blue a apple blue color color fruit fruit color company orange company color is company fruit google apple company blue google fruit company is apple a blue apple orange google is orange google google fruit fruit color blue color company color is fruit fruit color fruit a fruit google	16
191	google blue orange fruit blue apple orange fruit company blue fruit google color color blue google fruit a fruit apple fruit color blue blue apple is is a a apple color google orange blue blue a color orange a orange a a color google google a fruit color google apple blue color color company is a fruit blue company company fruit blue a is a fruit blue color color is orange a apple is company company google fruit color blue fruit is company orange color is blue is color a	1
192	google orange blue company company google color apple orange company color color is fruit a orange google apple orange google is company is apple a fruit color google google blue company fruit color color a apple company color orange fruit color company is apple company google color color google google is company company google fruit orange orange apple company blue a google google color blue orange is is orange color color a apple fruit apple blue google company google company google orange is company fruit company is company apple a color orange orange	46
193	apple google company company is company color google a color orange company google orange is fruit google color is company apple orange google fruit fruit google a google blue company company orange apple color company blue blue apple orange orange apple fruit orange is color color orange google google color company blue apple is orange apple google color color fruit orange fruit orange company is orange blue a color blue google fruit orange blue fruit a color apple company apple orange blue apple apple google fruit google orange a orange blue apple fruit company a company a is a fruit company blue fruit google	20
194	google is google google google color fruit company a a a blue color company color color fruit company orange apple fruit orange fruit orange orange google google color google apple a is apple color google orange is color a company company color a orange blue company color blue google orange orange apple is orange apple fruit apple google orange orange orange is fruit google google fruit google is is a a apple orange fruit company is blue orange google google a color color google blue fruit fruit is google a blue is blue orange fruit is is orange orange google	49
195	color company blue company blue orange apple a company a apple apple is color color company orange apple google orange orange is a apple google apple color google orange fruit fruit blue a is is fruit blue a orange a company apple apple company fruit blue company apple company apple color color a color fruit is orange orange company color color google blue a a google company is company blue color blue google orange is is company color blue a google google apple blue fruit fruit orange apple fruit apple blue is fruit	35
196	apple blue google apple a blue orange blue google orange apple google is a apple google a a blue blue is color apple google color fruit apple company company fruit google google fruit is a company google is fruit orange apple orange orange is orange google a is fruit a google a google blue blue is blue apple a company orange a a company color a fruit blue company apple apple company blue is blue blue apple orange apple apple blue a blue google fruit color orange is a color color blue blue google color orange company orange fruit a orange fruit blue color google company apple	4
197	company orange orange orange company apple color blue color is orange google company apple google color a company a blue orange orange apple is color color google apple a company company company blue color a blue orange company fruit is google color fruit google is blue orange blue orange color company blue blue is google a color google blue company fruit company color fruit google apple apple google company google google color blue fruit blue google fruit a orange blue blue company company color apple apple apple company is fruit	19
198	company is a a blue company color google blue blue company fruit fruit color apple blue blue company fruit fruit orange blue google is apple apple color is orange is google color company is is color color google color a color a blue color a apple company blue blue apple orange apple is fruit orange apple fruit fruit color a is color apple blue color fruit blue company is apple a company google orange blue company google a a google a orange company orange apple company is google is company is company company orange fruit company	48
199	apple fruit google google google company is a color company is google blue apple apple a google company color is a blue apple a color blue orange orange blue is orange blue company google orange a blue google blue apple orange apple blue a color orange google blue a is color a orange a apple google orange blue color color apple orange google company apple apple orange is is color google blue color a apple orange is orange company is orange google a orange color is apple company apple orange google is orange fruit google a a fruit orange company is company fruit company is orange color fruit company orange apple google	47
200	blue color is apple blue a orange color blue color orange is fruit color company orange google color is a blue color apple a apple is a google blue orange blue color color blue company google blue company fruit is fruit google fruit company orange orange google is color company blue google a google is google google orange a fruit apple fruit blue google orange google apple fruit blue google google color blue google color blue company fruit color fruit fruit fruit company orange apple blue fruit apple a google is company is blue blue color fruit google fruit apple a a color apple blue fruit a orange google apple orange google blue	19
201	fruit google google blue fruit orange color blue fruit blue apple orange fruit fruit fruit orange google google a color fruit apple a is apple company fruit a google orange company color blue google company a orange orange google a color blue google orange orange company color apple orange is orange apple orange google google a color is apple company a blue blue fruit google a blue is orange fruit a a is google apple is apple orange	48
202	is blue color is orange orange company fruit color company is company google orange a is fruit blue apple fruit orange blue fruit company company color orange apple fruit orange google is color apple orange color google blue company google fruit color apple fruit company a a fruit orange a fruit orange company google a is company fruit is orange a company fruit is is blue orange apple blue apple blue a orange fruit blue color blue google apple apple apple google is color	18
203	google blue a orange a blue is blue company google company color google a is orange color company company google a fruit is blue blue blue blue company orange a a fruit company blue fruit is company a google orange google google blue fruit is apple blue company company apple orange color apple google apple is a fruit is apple fruit company company apple company blue apple blue google company fruit apple apple apple google apple fruit google a apple fruit company is blue fruit a company fruit is a blue fruit is blue company color color orange google color blue a a color fruit company color	20
204	company fruit google apple is company blue color fruit google google fruit blue apple is orange apple blue a is company orange color is color google blue color fruit orange color company orange fruit fruit company fruit color blue orange color color fruit company company google is color is google apple fruit apple orange a google google color apple color apple fruit color google a color fruit orange fruit apple google company color fruit color a color blue a color color orange color	45
205	google blue google company apple blue orange orange fruit apple google fruit orange google company company apple a apple google apple is color blue is apple a a google apple company orange google company color blue orange orange orange blue google blue google is a fruit a color a orange is a company company orange is company orange company is blue google is is google fruit orange orange a blue fruit a fruit google a blue google google orange blue apple color fruit orange company blue a is a apple company is company company orange apple is color apple apple a fruit orange google fruit blue	17
206	google orange fruit orange fruit is google apple orange company color fruit google orange google color company color color is apple company blue apple fruit color google color blue is apple google company apple blue fruit google fruit fruit google blue is orange a fruit color company fruit blue company a apple is orange is is a color fruit color fruit apple is apple orange apple fruit fruit fruit a orange apple apple a google is color is orange orange is fruit blue is blue is	5
207	a company blue orange blue google a is company is is fruit fruit orange orange google orange a a orange is google google is fruit apple a orange google apple is color google color apple a orange orange apple blue company a company fruit fruit orange google is fruit fruit fruit orange google color fruit blue company color company blue color a is google apple company google apple blue company blue blue is is apple color google fruit is company company google orange company google fruit color is is fruit google is is apple orange apple a color google company	9
208	blue fruit apple fruit fruit company fruit blue blue blue a orange is a fruit a google color fruit blue blue company is company is is orange blue apple blue is color company google apple blue color blue color orange apple blue a is google is is is orange company fruit apple color blue color google a is a google apple color fruit color is orange fruit orange a a company blue apple fruit google google blue apple color orange a apple company a color fruit is color orange apple orange is is company color orange apple apple fruit is	21
209	company blue company google company google is color google google blue company fruit google apple apple a orange company orange blue apple apple company a google company google blue color orange blue color company google orange color orange is blue fruit color is company company google fruit is google blue apple fruit apple company company company is color blue blue color company apple a a orange a is is blue color fruit fruit apple company color a color apple color a company is a blue a google blue google company apple color google color fruit color a color apple orange	17
210	is is orange blue apple google a fruit is blue is google is blue is is google company google google color fruit color a orange is is orange fruit apple google blue fruit orange blue fruit company a color company blue apple google orange google is company apple apple google color google color google fruit apple apple company a color google apple apple a google a company company google blue orange google google orange is apple is company blue fruit company google company color fruit orange a orange	21
211	color google is color orange orange google color color fruit google apple google blue blue company company blue a is fruit blue a company apple color fruit company apple a fruit company fruit color is is color apple fruit company color blue company google apple google blue apple fruit is orange blue fruit apple company orange blue company orange a company google blue orange google a is blue orange google a a apple is orange a blue a color orange apple color fruit blue apple company google blue blue fruit color	11
212	fruit is apple fruit apple a google blue a a orange google orange color google a a a blue a apple company apple orange apple google orange apple a color company color color orange company fruit blue blue is color orange is company google is apple company is company company orange fruit color is google apple orange color apple is a google orange is color orange google company blue apple fruit color fruit blue apple color fruit apple fruit color company fruit blue a a orange	18
213	blue apple blue fruit company a a apple color is is orange company color google apple fruit color google google apple blue company apple blue apple color google color a a a color color a fruit orange company company company fruit google color a a company apple is is blue color company is orange is apple fruit color color blue a google orange blue a apple apple apple is is fruit fruit a blue orange company is orange company color blue google orange is color fruit company a fruit a apple blue color	31
214	fruit a orange blue color a color company apple google a orange color is is company blue google apple blue company google apple google google color color google apple company blue is company google apple google apple google is apple apple blue is apple apple orange google fruit apple company apple color orange color apple fruit color a blue is color fruit orange google a is google blue apple blue color apple apple is company a orange apple color a is color company is fruit fruit a apple google fruit is google google a blue	42
215	color google blue apple a fruit orange google apple company apple blue apple is fruit company blue orange fruit a a google orange google google orange blue orange blue color a a blue apple orange company apple google color is google company company is a is google fruit color apple apple blue orange blue a apple a a fruit blue is blue apple fruit orange company apple blue color a is color color fruit orange apple blue fruit is is orange fruit color fruit blue google color a company color orange blue apple apple company	2
216	company blue apple is orange blue google blue apple blue is google is google company a color fruit fruit color is orange a color color fruit apple google color orange google color apple a color color is orange color blue orange google color fruit company apple color blue color apple google is google color is blue orange is google apple blue google a orange blue is company google blue is blue color a color fruit fruit company is is a google company is orange google a is a blue google orange blue a blue is fruit is google is color	46
217	blue apple company color apple apple color company color color company is company blue blue is fruit google color google fruit a fruit fruit is a is blue blue is google blue fruit apple fruit color color company orange blue company a blue a blue company company blue orange color is is a a is company apple google company orange fruit a is a company company is blue orange is fruit google is is google color a google google apple color color company orange company is color orange color apple is a apple blue	47
218	fruit fruit company blue fruit fruit is orange google google a color apple orange fruit fruit a apple fruit google a fruit blue a google is google fruit apple color blue company orange is blue a fruit fruit company is color orange blue color company blue color color orange fruit fruit is is google google blue orange google color is color a color google blue color google google is apple company company google apple company google color a a is apple google fruit orange blue fruit blue apple color a blue company google blue company company fruit is a	42
219	a orange is is fruit fruit color color orange is a fruit is apple fruit google company is color color blue apple company is blue google a color a google a company google fruit is orange company blue company orange apple orange blue color a color color google orange is orange company company fruit is a company fruit color is company is blue blue color google color a fruit apple apple color apple company company company blue is company blue company color company google blue fruit color blue blue blue apple a orange google blue a is google apple company apple orange fruit orange color apple a blue fruit apple	10
220	orange orange google apple blue apple orange apple orange google color color company google a apple google color color fruit blue apple fruit is google blue google blue apple google color is a is is a is blue company company is fruit orange orange a blue apple fruit google fruit a blue apple a google google orange a color fruit blue color color google blue a a google blue color a orange company blue company color company google fruit company apple a apple google color color color google apple orange is orange company	40
221	fruit google blue apple orange fruit blue a google orange apple orange google apple fruit orange blue is company blue is is fruit apple color is blue google is apple apple blue is apple apple apple is fruit is company fruit a color color blue google company is is color blue blue blue color a google orange google apple apple is a orange google google a google company orange fruit is orange apple a fruit blue color is blue blue blue orange company google blue is fruit apple color apple color is google orange is is orange fruit a color is apple company blue google a	17
222	a blue company is color fruit blue company is google orange company is orange orange google is fruit orange company orange a fruit orange google fruit orange is orange orange blue company apple a is a fruit company is blue is blue is a a apple color apple orange apple a blue company blue is apple is fruit is blue is orange a fruit company a company orange color apple google company blue fruit is company fruit a blue fruit orange a company orange color apple orange apple is apple a company apple google google is	48
223	orange fruit google color is blue apple apple company apple is fruit fruit google orange google fruit orange fruit a color fruit apple orange company fruit fruit is company fruit color color a fruit orange google fruit company color is fruit color apple google a company google orange apple color orange google blue a is orange color company company is apple company company google apple fruit apple blue orange a orange google apple a fruit fruit apple orange google apple apple orange orange company fruit apple is company apple company is color blue google orange orange is google a fruit apple color a apple orange fruit apple color color fruit apple is	49
224	blue color apple google fruit apple google orange google apple a apple orange is apple company orange color google is apple company is orange fruit is apple color fruit a a apple is color is blue color is apple blue a is color google orange google company orange apple company is orange blue color company is a apple blue color blue apple color is orange orange orange color color blue apple company google	17
225	a company google fruit blue orange blue orange apple company apple apple google orange blue a fruit fruit fruit apple company color color color color color orange google fruit a orange company blue google a a a is orange is orange a a orange company a orange color is fruit apple a color color google blue google orange fruit apple company is fruit blue color is company google apple a apple color fruit a fruit fruit fruit company is apple a orange a fruit color fruit google a a apple company is blue is fruit color orange a blue blue apple company google	25
226	fruit orange company company company google orange apple a fruit color color blue color company is blue is a fruit google is color color a blue company company fruit color orange google fruit color apple orange orange google is fruit apple fruit company a google fruit fruit is fruit orange orange is company apple fruit apple a orange apple google google company google company orange fruit fruit apple company apple fruit blue company color company a apple apple apple is a color apple blue apple color orange google color company blue apple is apple orange color a color	7
227	company google blue company google blue a blue orange apple blue google orange a is color google apple is google company company google is blue apple blue blue google orange a apple company color orange is fruit is fruit company color color fruit apple fruit google apple company orange is color color google google a is fruit google company company color company company a fruit google color a company apple fruit company fruit color is apple company apple color a apple a is google a google blue color blue blue color color a company color blue orange a fruit is orange a is company google is color google google is a is apple apple apple color is blue	42
228	fruit fruit color google apple a is company is orange color a fruit blue google orange color is orange fruit company apple orange google blue blue apple a orange fruit company color google company company company blue orange color apple blue company blue company orange google is color company company fruit fruit color fruit apple apple apple fruit company a a color blue google company apple apple google apple apple color google a company fruit is color company google google orange apple blue a company is apple orange a orange	47
229	fruit google company color fruit orange orange blue company a apple company fruit fruit apple company orange google a is blue color orange google blue color company fruit orange a color is company blue color company google fruit orange blue apple a orange company fruit a blue company company orange apple orange google color apple is google company google company company fruit is a color google blue orange blue google apple fruit apple apple fruit a a a company color apple is is color orange orange orange orange apple fruit blue a blue a apple google color a blue	2
230	blue is company color orange orange apple apple a company fruit google orange fruit apple blue apple color company orange orange color company is blue apple color is apple apple blue blue blue google a company a apple company a company fruit company apple blue orange blue fruit google google color a company a fruit fruit fruit google google is a a orange color company a company blue company apple is a blue is fruit fruit is	20
231	apple google orange fruit company company a blue fruit company company apple google blue fruit orange orange fruit apple blue fruit is a blue fruit blue orange fruit color fruit color blue company fruit company apple a a orange orange a blue apple company color orange color company color company color fruit a blue blue orange is color color google a fruit orange is a fruit fruit blue google google google google a orange is company fruit orange company	39
232	fruit google company is is fruit google blue blue is apple blue color a a blue orange apple a a orange company blue orange color blue apple blue orange is company blue company company a fruit fruit apple blue a apple google company is a is color google apple google a google blue blue a a google apple company fruit color apple fruit is a company google blue blue blue apple color company fruit is a a blue blue a orange apple google is company	3
233	google apple is fruit google company orange company blue fruit google company orange orange is google fruit color is company is blue a google google a color blue orange company google blue orange company apple a is fruit blue a blue color apple color is color google fruit orange fruit fruit a color color orange orange orange fruit color fruit fruit blue apple color is is color google fruit a company company apple google apple fruit google is google a company google is blue apple google blue fruit blue apple google fruit company apple google	27
234	blue google blue is blue orange is blue blue color fruit apple color apple blue orange google fruit a orange blue google orange a fruit company is fruit apple orange fruit a orange fruit blue apple blue is company google blue company blue fruit color orange blue apple color google google apple fruit is a is orange apple orange blue blue blue orange fruit company orange company blue blue blue is fruit apple color fruit apple blue blue fruit company a company google blue is google orange is blue is google a color blue company orange apple apple is color is is fruit company google color color google blue a	19
235	company is google is is fruit company company color google blue color google is company is company orange color orange a color blue blue orange fruit color a google orange company color fruit orange blue blue blue a apple color fruit blue color blue a google orange fruit fruit google color orange a apple a orange is company company orange is color google company google blue fruit color blue company is fruit a fruit company fruit company a apple orange a google blue color fruit a is a company orange is apple google orange company is fruit company company google is color a google google fruit	30
236	is orange google color fruit fruit blue orange google apple fruit blue a google company company color color color apple color fruit apple color google apple color google is fruit fruit is blue google apple google apple a blue fruit fruit a a blue is orange is is a google google google orange orange fruit orange company company is fruit company is apple orange color company is orange google a orange color blue a color company a fruit fruit is a color is company fruit a a orange fruit apple company color google a color orange orange google orange blue company orange a fruit	3
237	fruit google google blue company fruit blue orange google company company orange apple blue a apple apple is blue blue a company apple orange color apple a a orange apple orange apple color a a color google company company google orange color color company fruit orange blue company apple company is is is company a is apple blue color apple is blue apple color apple color google color apple google apple fruit company is company apple apple color blue a color company google blue apple google is orange blue orange color apple blue company apple google apple fruit blue blue	9
238	google orange orange is google apple google blue apple fruit orange is is is company orange fruit fruit fruit is color google color google fruit is apple is color fruit blue orange color color is apple company google company orange color company is a color blue is orange color a apple a company orange company blue orange a company orange google fruit orange google blue google blue color a google google blue is google color company blue color orange blue company color color color a apple google apple orange apple a a fruit is blue	9
239	blue blue orange blue color blue apple is blue company blue orange is blue color blue company google color orange fruit a a a fruit apple is blue apple orange fruit apple orange a orange blue fruit fruit apple color company orange fruit blue fruit blue google blue apple apple apple fruit is is blue color color orange color is google orange apple orange color blue blue blue color orange blue is a color orange a fruit apple apple a company blue apple company color company company blue color google company a fruit blue is google apple color is a apple	10
240	orange a google blue apple google a is apple apple is orange company apple fruit orange a google company fruit a is is a a color blue color apple orange color color google apple google company orange fruit apple blue a fruit is company orange apple blue is apple company a google apple a google orange google blue blue blue a company apple apple fruit google company google color orange company blue a fruit orange apple blue fruit google apple google fruit orange google a apple a fruit is a fruit fruit color a	12
241	google fruit blue a fruit color color orange a google a is google apple google google fruit google fruit fruit is color company apple fruit a orange is blue google is google apple company is google fruit orange color orange google blue google a a company orange company fruit orange a apple fruit blue company a google blue blue company a a blue blue a is google apple a is is is fruit google a a google company color orange is a company google is orange fruit apple apple is company a apple company fruit company google blue fruit is apple fruit a	16
242	google orange company company is a a orange is company a fruit blue color a color blue company color google color is is color color google apple google orange is fruit google fruit company is company fruit google color a apple company a a a blue blue company company orange is company google company google fruit is is is google apple a color color is google apple color is fruit orange is google color orange company blue color is blue a a google color company color orange google is google google color orange is apple	38
243	color company fruit company is a fruit company blue apple company blue apple apple color is orange is orange google apple color company is company is blue a company company apple google color google color is apple blue blue blue is company google apple a a orange color apple google google a orange a company google blue blue fruit color company color is google fruit is company google fruit orange blue a blue company fruit apple google orange company is blue orange apple company blue apple company google company orange a company google google a blue a google fruit a orange fruit is company orange	7
244	is google google fruit a fruit color apple blue a a blue orange orange company blue company blue is fruit blue company blue google a google orange is color is apple apple apple is company color company color company google apple blue orange blue blue is fruit orange company apple orange orange blue is blue fruit color fruit fruit is orange apple google is color apple google is google blue fruit company fruit color color color fruit color apple fruit google fruit orange fruit google apple orange apple company company apple is fruit	24
245	company google blue fruit a google color is color fruit fruit is blue orange company a fruit fruit a company is google is company orange blue company a is blue apple apple google color apple fruit orange is color is color orange google company fruit color blue is google a google apple blue google company a orange google color color is orange color is google company a is orange google a google company apple company apple blue apple fruit apple color orange is color color apple color a orange apple fruit a blue	16
246	company company is apple google blue orange blue fruit google apple google a orange google blue fruit is company is fruit fruit fruit a fruit company orange company a is google fruit blue color fruit google apple is blue color is blue apple fruit fruit company color google a google fruit fruit orange is is is color color blue blue google blue a company is apple google blue company google fruit color blue blue company a is orange orange is google color is orange fruit company apple blue company fruit apple orange a a orange company apple blue apple a a color company color a company blue apple google apple orange apple blue google blue a color orange is company	11
247	blue google company blue apple company orange blue is google color fruit blue color fruit company blue orange a color orange blue orange a google orange company color company fruit a orange orange a orange orange apple blue color color is blue a orange a orange fruit fruit orange fruit google company google color google is orange apple is orange is blue google apple apple apple orange blue google a color company company google is company a is orange a orange apple color google apple apple apple blue fruit color color color company apple color orange is orange a apple google color a a blue company	45
248	apple blue company color color company company blue apple orange blue a fruit fruit fruit apple is company company orange apple color google a company blue fruit is fruit is google fruit orange fruit fruit apple orange color is color fruit google blue orange is fruit apple is fruit blue a company orange orange fruit google color blue color color orange google a blue orange is fruit orange is orange google orange is orange fruit a fruit company apple orange orange orange fruit apple company blue apple google a company a a company blue google orange orange apple blue apple orange blue a	4
249	is apple a apple is google color fruit orange orange company color fruit orange a color company apple orange google blue is blue is a is google google color orange company orange is company a company apple google orange orange a company blue orange apple color fruit a a google google fruit blue company company fruit google is apple is color orange company a google orange is color apple apple orange company apple company color apple company apple a orange apple company fruit color a is color is fruit color company blue color blue orange company is blue apple color fruit a fruit apple orange a company company apple blue blue apple color apple	8
250	is a fruit blue company company blue orange apple company company apple company apple apple blue a color apple google apple google color a color company apple google blue color orange apple a a apple is orange a blue color a google orange fruit company company apple color a company fruit blue company is fruit orange blue a a is apple company orange color color color apple apple fruit apple google is apple apple google apple is google google blue is color color company company blue apple a a orange blue orange color google company is a color fruit	25
251	company company a a google blue fruit apple orange google a company a google fruit google a color google apple color orange a is a is fruit color fruit color blue apple orange a apple is company orange fruit orange is google apple blue orange color company fruit fruit google apple a is blue is color google apple blue a fruit a a company a color google blue google is is blue fruit fruit apple fruit is company orange company blue apple apple blue apple color blue company blue google fruit color is orange orange blue apple	48
252	orange orange blue a a blue color orange orange orange blue is google google fruit apple color a google google color a orange a fruit a blue apple blue is color google company orange google apple google apple google color google google apple a is blue orange color fruit apple blue is is blue company apple a google apple is a color a is color google apple orange is fruit google a a company google is google color is fruit is google color color fruit apple fruit blue blue a fruit a company a color is google orange company a blue fruit	13
253	color google google google blue fruit google google apple blue orange a is apple blue company google google blue color apple color apple color color fruit apple google google google google fruit company a google fruit orange google fruit is blue company a company google fruit orange fruit company orange fruit blue color company google fruit blue google color color blue a a blue google blue apple google orange orange fruit is a blue apple blue blue google blue orange a is blue color is color apple color is apple company blue google fruit fruit fruit blue fruit orange	50
254	google google company blue color color is blue is blue orange company blue a blue color apple blue orange a fruit a blue google a orange google is google color color a orange orange blue blue orange company color a fruit color is orange google blue google is a a is is fruit a is a company fruit fruit apple google apple fruit company is blue blue fruit google company company company apple google google orange is company is fruit is fruit color a color blue is fruit is fruit is google apple apple blue company fruit blue fruit color apple apple google color google	19
255	company blue color is orange fruit color is a apple google company orange blue a apple company apple apple company color orange fruit a orange fruit blue blue is fruit google color orange blue orange apple is color is company fruit is color orange orange apple a blue fruit blue fruit is orange a company a fruit google is a a color color a company apple orange blue a google google company company google color color a fruit apple color apple google a is	32
256	company company color google a google color apple color a is fruit orange company orange a apple a color apple blue orange blue company orange company a orange a orange fruit orange google orange fruit a blue is is is company a is company fruit apple blue is is is color google company orange company blue a color google fruit fruit blue orange a fruit is a a fruit apple color is company is orange google google company company color fruit orange orange orange google is apple is apple company company fruit apple color color apple color blue fruit is orange company company is google is color a color color google company apple	11
257	is apple orange apple google is fruit fruit apple a company company is google fruit apple apple google orange color orange google color a google a blue apple a orange a a a orange google apple google apple orange fruit company orange blue blue google color a google company orange blue color orange a a orange is fruit fruit blue a color orange fruit apple company is google blue apple fruit blue orange fruit google is a google company apple a google apple company orange google apple company blue color apple a a google company is apple google company a apple fruit apple is fruit fruit	35
258	google google is is apple apple fruit orange google apple apple is orange google apple orange color fruit company google a company a a a blue is a color company google color apple color fruit orange a color fruit fruit company blue color fruit google company color a a orange fruit google google apple fruit google color apple is orange apple blue is fruit is apple color orange google blue blue apple google company is google company company blue orange company google company apple orange a is google blue a orange company a apple a apple apple fruit fruit google orange apple orange color color a company apple apple is apple	12
259	apple color blue apple a google a apple a fruit fruit google company a company orange google blue is orange orange orange a a company blue apple color blue company is a is is orange blue apple blue fruit fruit fruit google company google is apple orange company company google is blue orange google is google color company a orange color a company a apple color fruit apple a company a is google google fruit orange fruit blue google a google company is color orange is orange company	32
260	google blue a a a a color orange fruit color orange fruit apple apple apple color is orange company color orange color company blue google apple a company a orange color blue company blue a color color a fruit blue fruit color fruit is company google company company blue google blue fruit is apple orange blue is company google company company apple google a google blue a is company fruit company a company fruit a google blue company color orange company apple google company a company color apple blue fruit fruit orange blue	16
